번호,종목코드,종목명,업종코드,업종명,상장주식수,자본금
967,81580,성우전자,32604,통신 및 방송 장비 제조업,15508143,7754071500
968,45300,성우테크론,32602,전자부품 제조업,9405602,4702801000
969,15750,성우하이텍,33003,자동차 신품 부품 제조업,80000000,40000000000
970,180,성창기업지주,137105,회사 본부 및 경영 컨설팅 서비스업,69751600,36000000000
971,80470,성창오토텍,33003,자동차 신품 부품 제조업,7300000,3650000000
972,43260,성호전자,32602,전자부품 제조업,52696165,26348082500
973,148150,세경하이테크,32602,전자부품 제조업,11642000,5821000000
974,2420,세기상사,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",407592,2037960000
975,53060,세동,33003,자동차 신품 부품 제조업,12128974,6064487000
976,17510,세명전기,32509,기타 금속 가공제품 제조업,15246000,7623000000
977,214310,세미콘라이트,32601,반도체 제조업,39826913,19913456500
978,4360,세방,84903,도로 화물 운송업,19308690,11498970000
979,4490,세방전지,32802,일차전지 및 축전지 제조업,14000000,7000000000
980,11560,세보엠이씨,64202,건물설비 설치 공사업,10530000,5265000000
981,1430,세아베스틸,32401,1차 철강 제조업,35862119,2.19311E+11
982,306200,세아제강,32401,1차 철강 제조업,2836300,14181500000
983,3030,세아제강지주,116409,기타 금융업,4141657,20708285000
984,19440,세아특수강,32401,1차 철강 제조업,8570000,42850000000
985,58650,세아홀딩스,32401,1차 철강 제조업,4000000,20000000000
986,13000,세우글로벌,74607,기타 전문 도매업,28705031,14352515500
987,100700,세운메디칼,32103,의료용품 및 기타 의약 관련제품 제조업,43800000,4380000000
988,234100,세원,33003,자동차 신품 부품 제조업,28598289,2859828900
989,24830,세원물산,33003,자동차 신품 부품 제조업,8350000,4175000000
990,91090,세원셀론텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",69783780,34891890000
991,21820,세원정공,33003,자동차 신품 부품 제조업,10000000,5000000000
992,67830,세이브존I&C,74701,종합 소매업,41040895,41040895000
993,33530,세종공업,33003,자동차 신품 부품 제조업,27820961,13910480500
994,258830,세종메디칼,32701,의료용 기기 제조업,6777741,3388870500
995,36630,세종텔레콤,106102,전기 통신업,600326126,3.00163E+11
996,39310,세중,147502,여행사 및 기타 여행보조 서비스업,18121667,9060833500
997,75580,세진중공업,33101,선박 및 보트 건조업,56849456,31224728000
998,67770,세진티에스,32602,전자부품 제조업,8396593,4198296500
999,53450,세코닉스,32703,사진장비 및 광학기기 제조업,14134176,7067088000
1000,234340,세틀뱅크,106309,기타 정보 서비스업,9435000,4717500000
1001,27970,세하,31701,"펄프, 종이 및 판지 제조업",57562997,57562997000
1002,145210,세화아이엠씨,32902,특수 목적용 기계 제조업,157607815,78803907500
1003,252500,세화피앤씨,32004,기타 화학제품 제조업,20743195,2074319500
1004,347000,센코,32602,전자부품 제조업,8170644,4482822000
1005,308170,센트랄모텍,33003,자동차 신품 부품 제조업,8610000,4305000000
1006,51980,센트럴바이오,32202,플라스틱제품 제조업,59884557,30192278500
1007,12600,센트럴인사이트,32901,일반 목적용 기계 제조업,10695682,5347841000
1008,331920,셀레믹스,32101,기초 의약물질 및 생물학적 제제 제조업,8105648,4052824000
1009,49180,셀루메드,32101,기초 의약물질 및 생물학적 제제 제조업,34521481,17260740500
1010,299660,셀리드,137001,자연과학 및 공학 연구개발업,9698692,4849346000
1011,268600,셀리버리,137001,자연과학 및 공학 연구개발업,8185107,4092553500
1012,108860,셀바스AI,105802,소프트웨어 개발 및 공급업,22055945,11027972500
1013,208370,셀바스헬스케어,32701,의료용 기기 제조업,21680564,10840282000
1014,258250,셀젠텍,105802,소프트웨어 개발 및 공급업,4054339,2027169500
1015,68270,셀트리온,32101,기초 의약물질 및 생물학적 제제 제조업,134997805,1.34998E+11
1016,68760,셀트리온제약,32102,의약품 제조업,35810637,17905318500
1017,91990,셀트리온헬스케어,74607,기타 전문 도매업,151809822,1.5181E+11
1018,290690,소룩스,32804,전구 및 조명장치 제조업,8158160,815816000
1019,53110,소리바다,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",98806986,49403493000
1020,950200,소마젠(Reg.S),137309,"그외 기타 전문, 과학 및 기술 서비스업",18926523,0
1021,32680,소프트센,74605,기계장비 및 관련 물품 도매업,35775801,17959329000
1022,258790,소프트캠프,105802,소프트웨어 개발 및 공급업,24991284,2499128400
1023,66910,손오공,74607,기타 전문 도매업,26896161,13448080500
1024,43100,솔고바이오,32701,의료용 기기 제조업,57759208,28879604000
1025,336370,솔루스첨단소재,32602,전자부품 제조업,30589758,3960220800
1026,154040,솔루에타,32602,전자부품 제조업,12980146,6490073000
1027,248070,솔루엠,32602,전자부품 제조업,42508362,21254181000
1028,35610,솔본,137105,회사 본부 및 경영 컨설팅 서비스업,27345997,13672998500
1029,357780,솔브레인,32004,기타 화학제품 제조업,7778566,3889283000
1030,36830,솔브레인홀딩스,32004,기타 화학제품 제조업,20964056,10482028000
1031,304100,솔트룩스,105802,소프트웨어 개발 및 공급업,5080915,2540457500
1032,4430,송원산업,32004,기타 화학제품 제조업,24000000,12000000000
1033,86980,쇼박스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",62600000,31300000000
1034,50960,수산아이앤티,105802,소프트웨어 개발 및 공급업,6751000,3375500000
1035,17550,수산중공업,32902,특수 목적용 기계 제조업,53985163,26992581500
1036,84180,수성,32901,일반 목적용 기계 제조업,17916714,8958357000
1037,253840,수젠텍,32103,의료용품 및 기타 의약 관련제품 제조업,15294966,7647483000
1038,185190,수프로,74602,산업용 농·축산물 및 동·식물 도매업,3695450,1847725000
1039,58530,슈펙스비앤피,74604,생활용품 도매업,130784286,65392143000
1040,236200,슈프리마,32604,통신 및 방송 장비 제조업,7193273,3596636500
1041,317770,슈프리마아이디,32602,전자부품 제조업,3032020,1516010000
1042,94840,슈프리마에이치큐,32604,통신 및 방송 장비 제조업,10471840,5235920000
1043,192440,슈피겐코리아,33309,그외 기타 제품 제조업,6216363,3108181500
1044,99440,스맥,32902,특수 목적용 기계 제조업,30734609,15367304500
1045,53210,스카이라이프,106002,텔레비전 방송업,47821966,1.19555E+11
1046,33790,스카이문스테크놀로지,32604,통신 및 방송 장비 제조업,17117100,8558550000
1047,131100,스카이이앤엠,74608,상품 종합 도매업,40682403,4068240300
1048,159910,스킨앤스킨,32004,기타 화학제품 제조업,139052735,13905273500
1049,158310,스타모빌리티,32902,특수 목적용 기계 제조업,12071642,6035821000
1050,115570,스타플렉스,32202,플라스틱제품 제조업,7690607,3845303500
1051,258540,스템랩,137001,자연과학 및 공학 연구개발업,1737990,868995000
1052,253450,스튜디오드래곤,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",30004345,15002172500
1053,204630,스튜디오산타클로스,189001,창작 및 예술관련 서비스업,29453855,2945385500
1054,13810,스페코,32902,특수 목적용 기계 제조업,14655470,7327735000
1055,49830,승일,32509,기타 금속 가공제품 제조업,6132112,3066056000
1056,20710,시공테크,137302,전문디자인업,20047970,10023985000
1057,33170,시그네틱스,32601,반도체 제조업,85728319,42864159500
1058,260870,시그넷이브이,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",4969739,2484869500
1059,48870,시너지이노베이션,32701,의료용 기기 제조업,73354552,36677276000
1060,25320,시노펙스,32602,전자부품 제조업,73242958,37054535500
1061,134790,시디즈,33201,가구 제조업,2000000,1000000000
1062,269620,시스웍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",74356685,7435668500
1063,131090,시큐브,105802,소프트웨어 개발 및 공급업,40000000,4000000000
1064,232830,시큐센,105802,소프트웨어 개발 및 공급업,9509032,4754516000
1065,139050,시티랩스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",70396824,35198412000
1066,16590,신대양제지,31702,"골판지, 종이 상자 및 종이용기 제조업",4029782,20148910000
1067,290520,신도기연,32902,특수 목적용 기계 제조업,8061280,4030640000
1068,29530,신도리코,32603,컴퓨터 및 주변장치 제조업,10080029,50400145000
1069,4970,신라교역,10301,어로 어업,16000000,8000000000
1070,1000,신라섬유,74703,가전제품 및 정보통신장비 소매업,24277540,2427754000
1071,25870,신라에스지,74603,음·식료품 및 담배 도매업,4000000,2000000000
1072,215600,신라젠,137001,자연과학 및 공학 연구개발업,71617125,35808562500
1073,65350,신성델타테크,32805,가정용 기기 제조업,27483948,13741974000
1074,11930,신성이엔지,32601,반도체 제조업,201570272,1.00895E+11
1075,5390,신성통상,74607,기타 전문 도매업,143708390,71854195000
1076,4170,신세계,74701,종합 소매업,9845181,49225905000
1077,35510,신세계 I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1720000,8600000000
1078,34300,신세계건설,64101,건물 건설업,4000000,20000000000
1079,31430,신세계인터내셔날,74704,"섬유, 의복, 신발 및 가죽제품 소매업",7140000,35700000000
1080,31440,신세계푸드,95601,음식점업,3872480,19362400000
1081,6880,신송홀딩스,74602,산업용 농·축산물 및 동·식물 도매업,11828858,5914429000
1082,2800,신신제약,32102,의약품 제조업,15170500,7585250000
1083,323280,신영스팩5호,116601,금융 지원 서비스업,3505000,350500000
1084,344050,신영스팩6호,116601,금융 지원 서비스업,4305000,430500000
1085,5800,신영와코루,31401,봉제의복 제조업,900000,4500000000
1086,1720,신영증권,116601,금융 지원 서비스업,9386237,82200000000
1087,9270,신원,31401,봉제의복 제조업,85042499,42566619500
1088,17000,신원종합개발,64101,건물 건설업,10068027,52989616000
1089,2700,신일전자,74605,기계장비 및 관련 물품 도매업,71047521,35523760500
1090,12790,신일제약,32102,의약품 제조업,10902000,5451000000
1091,138070,신진에스엠,32509,기타 금속 가공제품 제조업,8972183,4486091500
1092,226330,신테카바이오,105802,소프트웨어 개발 및 공급업,13362016,6681008000
1093,19170,신풍제약,32102,의약품 제조업,52984990,27592495000
1094,2870,신풍제지,31701,"펄프, 종이 및 판지 제조업",34958700,17479350000
1095,293940,신한알파리츠,126801,부동산 임대 및 공급업,52330123,52330123000
1096,333050,신한제6호스팩,116601,금융 지원 서비스업,5010000,501000000
1097,366330,신한제7호스팩,116601,금융 지원 서비스업,4550000,455000000
1098,55550,신한지주,116409,기타 금융업,516599554,2.60818E+12
1099,1770,신화실업,32401,1차 철강 제조업,1214878,6074390000
1100,56700,신화인터텍,32202,플라스틱제품 제조업,29135091,14567545500
1101,187270,신화콘텍,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10143845,5071922500
1102,4080,신흥,74605,기계장비 및 관련 물품 도매업,9600000,6733070000
1103,243840,신흥에스이씨,32802,일차전지 및 축전지 제조업,7125302,17813255000
1104,108320,실리콘웍스,32601,반도체 제조업,16264300,8132150000
1105,222800,심텍,32602,전자부품 제조업,31854143,15927071500
1106,36710,심텍홀딩스,32604,통신 및 방송 장비 제조업,40663579,20331789500
1107,160980,싸이맥스,32902,특수 목적용 기계 제조업,10924243,5462121500
1108,217330,싸이토젠,137001,자연과학 및 공학 연구개발업,5633864,2816932000
1109,102280,쌍방울,31401,봉제의복 제조업,239359627,1.1968E+11
1110,3410,쌍용양회,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",503859595,50385959500
1111,10280,쌍용정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",40464034,40464034000
1112,3620,쌍용차,33001,자동차용 엔진 및 자동차 제조업,149840002,7.492E+11
1113,4770,써니전자,32601,반도체 제조업,34845011,18372505500
1114,217320,썬테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1050000,525000000
1115,208640,썸에이지,105802,소프트웨어 개발 및 공급업,135018223,13501822300
1116,222420,쎄노텍,32309,기타 비금속 광물제품 제조업,40158175,4015817500
1117,37760,쎄니트,32401,1차 철강 제조업,33832921,16916460500
1118,136510,쎄미시스코,32902,특수 목적용 기계 제조업,5637679,2818839500
1119,99320,쎄트렉아이,33103,"항공기,우주선 및 부품 제조업",7268487,3634243500
1120,15540,쎌마테라퓨틱스,147509,기타 사업지원 서비스업,12332520,6166260000
1121,49960,쎌바이오텍,32101,기초 의약물질 및 생물학적 제제 제조업,9400000,4700000000
1122,50890,쏠리드,32604,통신 및 방송 장비 제조업,52185175,26092587500
1123,66790,씨씨에스,106002,텔레비전 방송업,55976167,27988083500
1124,222080,씨아이에스,32902,특수 목적용 기계 제조업,57491676,5749167600
